id,name,type,year_start,year_end,description,key_works,tags,related_to,primary_field,key_contributions,relevance_to_phd,focus_tags
1,Plato,person,428 BCE,348 BCE,"Ancient Greek philosopher who founded the Academy in Athens. Developed the Theory of Forms (or Ideas), arguing that the material world is a shadow of an eternal realm of perfect Forms. His dialogues established the foundation for Western philosophy and idealist metaphysics.","The Republic, Symposium, Phaedo",idealism;classical-philosophy;epistemology,2;3
293,Maintenance Studies,framework,2010,present,"Field studying repair, maintenance, and care work keeping infrastructures functioning.",,,208;206;209,Infrastructure / Work,"Maintenance, repair, care.","Essential for invisible labour in sensor networks and calibration facilities.",maintenance;care;infrastructure
294,Sociology of Scientific Knowledge,framework,1970,present,"Approach studying how social factors shape scientific knowledge production (Edinburgh/Bath schools).",,,98;189;190,Sociology of Science,"SSK perspective.","Foundational for social shaping of measurement knowledge.",sociology;knowledge
295,Large Technical Systems,framework,1980,present,"Approach analyzing complex sociotechnical systems (e.g., electricity, transport) as integrated systems.",,,208;276,History of Technology,"LTS approach.","Applies directly to satellite systems and sensor networks.",systems;infrastructure
296,Social Epistemology,framework,1980,present,"Study of social dimensions of knowledge production and collective knowledge practices.",,,98;190,Epistemology,"Collective knowledge.","Explains social processes behind acceptance of measurement data.",epistemology;knowledge
297,History of the Book,framework,1960,present,"Field studying books as material and social artifacts: production, circulation, reading.",,,58;139,Book History,"Material culture of books.","Analogy for thinking datasets/archives as material artifacts.",material-culture;books
298,Critical Infrastructure Studies,framework,2010,present,"Interdisciplinary field examining power relations and politics embedded in infrastructures.",,,208;194;202,Infrastructure / Power,"Power and politics in infrastructures.","Key for dissertation focus on power and maintenance.",infrastructure;power
299,Invisible Work,concept,1987,present,"Concept (Susan Leigh Star) describing labor essential to systems yet unrecognized.",,,290;206;232,Labour and Infrastructure,"Invisible work, articulation.","Core for analyzing labour visibility in infrastructures.",labour;invisibility
300,Articulation Work,concept,1991,present,"Concept (Anselm Strauss) for work coordinating and integrating distributed activities.",,,290;206;215,Work Coordination,"Coordination and integration.","Critical in distributed sensor networks and calibration workflows.",coordination;labour
301,Epistemic Cultures,concept,1999,present,"Concept (Knorr-Cetina) for knowledge-making cultures differing across scientific fields.",,,292;98,STS / Epistemology,"Epistemic cultures.","Important for field vs lab practices in measurement.",epistemology;cultures
302,Inscription Devices,concept,1979,present,"Concept (Latour & Woolgar) for instruments transforming matter/signals into traces.",,,99;186,Laboratory Studies,"Instruments as inscription devices.","Sensors/satellites transform environments into data.",instruments;representation
303,Immutable Mobiles,concept,1986,present,"Concept (Latour) describing objects stable and transportable, enabling action at a distance.",,,99;186,Actor-Network,"Circulation and standardization.","Calibration standards as immutable mobiles across sites.",standards;circulation
304,Styles of Reasoning,concept,1982,present,"Concept (Ian Hacking) on historically emergent ways of establishing truth.",,,285;281,Philosophy of Science,"Styles of reasoning.","Different styles in measurement science vs field practice.",reasoning;epistemology
305,The Mangle of Practice,work,1995,,"Andrew Pickering's study of scientific practice emphasizing material agency and temporal emergence.",The Mangle of Practice,practice;material-agency;temporality;sociology-of-science,98;105;193,Practice Studies,"Mangle of practice; material agency.","Relevant for calibration as emergent practice.",practice;material
306,The Golem,work,1993,,"Harry Collins and Trevor Pinch's introduction to sociology of science showing science's flexibility.",The Golem,public-understanding;science-studies;controversy-studies,102;98;189,Sociology of Science,"Science as flexible and negotiated.","Helps frame measurement science as context-dependent.",science;public
307,Archives Power,work,2009,,"Randall Jimerson's critical examination of archives' role in shaping memory and power.",Archives Power,archives;memory;power;documentation,139,Archives and Power,"Archives and memory.","Politics of data archives relevant to climate data repositories.",archives;memory
308,Founding of Royal Society,event,1660,,"Founding of the Royal Society of London; institutionalizing experimental philosophy.",,"scientific-revolution;institutions;experimental-philosophy",17;19,Institutionalization,"Institutional foundations of experimental science.","Context for standards and governance of measurement.",institutions;science
309,First Telegraph Message,event,1844,,"First telegraph message sent by Samuel Morse; launch of telecommunications era.",,"telegraph;communication;infrastructure",224;208,Telecommunications,"Start of telegraph infrastructure.","Precedent for satellite data transmission.",communication;infrastructure
310,ENIAC Unveiled,event,1946,,"Demonstration of ENIAC, first general-purpose electronic computer.",,"computing;electronics;information-history",224;225,Computing,"Origins of digital computing.","Grounds computational processing in data infrastructures.",computing;history
